TI,ws,power,thrust_coefficient
0.06,0.0,0.0,0.0
0.06,2.9,0.0,0.0
0.06,3.0,42.733312,0.80742173
0.06,3.54953237,292.585981,0.784655297
0.06,4.067900771,607.966543,0.781771245
0.06,4.553906848,981.097693,0.785377072
0.06,5.006427063,1401.98084,0.788045584
0.06,5.424415288,1858.67086,0.789922119
0.06,5.806905228,2337.575997,0.790464625
0.06,6.153012649,2824.097302,0.789868339
0.06,6.461937428,3303.06456,0.788727582
0.06,6.732965398,3759.432328,0.787359348
0.06,6.965470002,4178.637714,0.785895402
0.06,7.158913742,4547.19121,0.778275899
0.06,7.312849418,4855.342682,0.778275899
0.06,7.426921164,5091.537139,0.778275899
0.06,7.500865272,5248.453137,0.778275899
0.06,7.534510799,5320.793207,0.778275899
0.06,7.541241633,5335.345498,0.778275899
0.06,7.58833327,5437.90563,0.778275899
0.06,7.675676842,5631.253025,0.778275899
0.06,7.803070431,5920.980626,0.778275899
0.06,7.970219531,6315.115602,0.778275899
0.06,8.176737731,6824.470067,0.778275899
0.06,8.422147605,7462.846389,0.778275899
0.06,8.70588182,8238.359448,0.778275899
0.06,9.027284445,9167.96703,0.778275899
0.06,9.385612468,10285.211,0.778275899
0.06,9.780037514,11617.23699,0.778275899
0.06,10.20964776,13194.41511,0.778275899
0.06,10.67345004,15000.0,0.77176172
0.06,10.86770694,15000.0,0.747149663
0.06,11.17037214,15000.0,0.562338457
0.06,11.6992653,15000.0,0.463477777
0.06,12.25890683,15000.0,0.389083718
0.06,12.84800295,15000.0,0.329822385
0.06,13.46519181,15000.0,0.281465071
0.06,14.10904661,15000.0,0.241494345
0.06,14.77807889,15000.0,0.208180574
0.06,15.470742,15000.0,0.180257568
0.06,16.18543466,15000.0,0.156747535
0.06,16.92050464,15000.0,0.136877529
0.06,17.67425264,15000.0,0.120026379
0.06,18.44493615,15000.0,0.105689427
0.06,19.23077353,15000.0,0.093453742
0.06,20.02994808,15000.0,0.082979637
0.06,20.8406123,15000.0,0.073986457
0.06,21.66089211,15000.0,0.066241166
0.06,22.4888912,15000.0,0.059552107
0.06,23.32269542,15000.0,0.053756866
0.06,24.1603772,15000.0,0.048721662
0.06,25.0,15000.0,0.044334197
0.06,25.02,0.0,0.0
0.06,50.0,0.0,0.0
0.08,0.0,0.0,0.0
0.08,2.9,0.0,0.0
0.08,3.0,47.0066432,0.80742173
0.08,3.54953237,321.84457910000003,0.784655297
0.08,4.067900771,668.7631973,0.781771245
0.08,4.553906848,1079.2074623,0.785377072
0.08,5.006427063,1542.178924,0.788045584
0.08,5.424415288,2044.5379460000001,0.789922119
0.08,5.806905228,2571.3335967000003,0.790464625
0.08,6.153012649,3106.5070322000006,0.789868339
0.08,6.461937428,3633.371016,0.788727582
0.08,6.732965398,4135.3755608,0.787359348
0.08,6.965470002,4596.501485400001,0.785895402
0.08,7.158913742,5001.910331,0.778275899
0.08,7.312849418,5340.8769502000005,0.778275899
0.08,7.426921164,5600.6908529,0.778275899
0.08,7.500865272,5773.298450700001,0.778275899
0.08,7.534510799,5852.8725277,0.778275899
0.08,7.541241633,5868.8800478,0.778275899
0.08,7.58833327,5981.696193000001,0.778275899
0.08,7.675676842,6194.3783275000005,0.778275899
0.08,7.803070431,6513.0786886,0.778275899
0.08,7.970219531,6946.6271622,0.778275899
0.08,8.176737731,7506.9170737,0.778275899
0.08,8.422147605,8209.1310279,0.778275899
0.08,8.70588182,9062.1953928,0.778275899
0.08,9.027284445,10084.763733,0.778275899
0.08,9.385612468,11313.732100000001,0.778275899
0.08,9.780037514,12778.960689,0.778275899
0.08,10.20964776,14513.856621,0.778275899
0.08,10.67345004,15000.0,0.77176172
0.08,10.86770694,15000.0,0.747149663
0.08,11.17037214,15000.0,0.562338457
0.08,11.6992653,15000.0,0.463477777
0.08,12.25890683,15000.0,0.389083718
0.08,12.84800295,15000.0,0.329822385
0.08,13.46519181,15000.0,0.281465071
0.08,14.10904661,15000.0,0.241494345
0.08,14.77807889,15000.0,0.208180574
0.08,15.470742,15000.0,0.180257568
0.08,16.18543466,15000.0,0.156747535
0.08,16.92050464,15000.0,0.136877529
0.08,17.67425264,15000.0,0.120026379
0.08,18.44493615,15000.0,0.105689427
0.08,19.23077353,15000.0,0.093453742
0.08,20.02994808,15000.0,0.082979637
0.08,20.8406123,15000.0,0.073986457
0.08,21.66089211,15000.0,0.066241166
0.08,22.4888912,15000.0,0.059552107
0.08,23.32269542,15000.0,0.053756866
0.08,24.1603772,15000.0,0.048721662
0.08,25.0,15000.0,0.044334197
0.08,25.02,0.0,0.0
0.08,50.0,0.0,0.0
